route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number,route_short_name,slug
379_86,1,NORMAL_379_Hinjawadi Maan Phase 3 To Pimprigaon_Down-0700_0,Hinjawadi Maan Phase 3 To Pimprigaon,,1,,4959,,,379/1,3,3,379_86 - Hinjawadi Maan Phase 3 To Pimprigaon,379-86-hinjawadi-maan-phase-3-to-pimprigaon
338,1,NORMAL_338_Ma Na Pa Main Bus Stand To Sawtamali Mandir Chikhli_Up-0545_0,Ma Na Pa Main Bus Stand To Sawtamali Mandir Chikhli,,1,,4927,,,338/1,1,1,338 - Ma Na Pa Main Bus Stand To Sawtamali Mandir Chikhli,338-ma-na-pa-main-bus-stand-to-sawtamali-mandir-chikhli
HA_48,1,NORMAL_HA_Pune Station To Pune Airport_Down-0630_0,Pune Station To Pune Airport,,1,,5029,,,HA/1,1,1,HA_48 - Pune Station To Pune Airport,ha-48-pune-station-to-pune-airport
HA_48,1,NORMAL_HA_Airport To Hinjawadi Maan Phase 3_Down-0715_0,Airport To Hinjawadi Maan Phase 3,,1,,5027,,,HA/1,2,2,HA_48 - Airport To Hinjawadi Maan Phase 3,ha-48-airport-to-hinjawadi-maan-phase-3
HA_48,1,NORMAL_HA_Hinjawadi Maan Phase 3 To Airport_Up-0900_0,Hinjawadi Maan Phase 3 To Airport,,1,,5026,,,HA/1,3,3,HA_48 - Hinjawadi Maan Phase 3 To Airport,ha-48-hinjawadi-maan-phase-3-to-airport
340_83,1,NORMAL_340_Nigdi To Alandi_Up-0530_0,Nigdi To Alandi,,1,,5238,,,340/1,1,1,340_83 - Nigdi To Alandi,340-83-nigdi-to-alandi
340_83,1,NORMAL_340_Alandi To Nigdi_Down-0615_0,Alandi To Nigdi,,1,,5239,,,340/1,2,2,340_83 - Alandi To Nigdi,340-83-alandi-to-nigdi
340_83,1,NORMAL_340_Nigdi To Charholigaon_Up-0715_0,Nigdi To Charholigaon,,1,,4267,,,340/1,3,3,340_83 - Nigdi To Charholigaon,340-83-nigdi-to-charholigaon
340_83,1,NORMAL_340_Charholigaon To Nigdi_Down-0815_0,Charholigaon To Nigdi,,1,,4268,,,340/1,4,4,340_83 - Charholigaon To Nigdi,340-83-charholigaon-to-nigdi
372,1,NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3 (Ladies Sp)_Up-0715_0,Bhakti Shakti To Hinjawadi Maan Phase 3 (Ladies Sp),,1,,4905,,,372/13,1,1,372 - Bhakti Shakti To Hinjawadi Maan Phase 3 (Ladies Sp),372-bhakti-shakti-to-hinjawadi-maan-phase-3-ladies-sp
372,1,NORMAL_372_Hinjawadi Maan Phase 3 To Bhakti Shakti (Ladies Sp)_Down-0815_0,Hinjawadi Maan Phase 3 To Bhakti Shakti (Ladies Sp),,1,,4903,,,372/13,2,2,372 - Hinjawadi Maan Phase 3 To Bhakti Shakti (Ladies Sp),372-hinjawadi-maan-phase-3-to-bhakti-shakti-ladies-sp
372,1,NORMAL_372_Hinjawadi Maan Phase 3 To Bhakti Shakti_Down-1025_0,Hinjawadi Maan Phase 3 To Bhakti Shakti,,0,,4904,,,372/13,4,4,372 - Hinjawadi Maan Phase 3 To Bhakti Shakti,372-hinjawadi-maan-phase-3-to-bhakti-shakti
372,1,NORMAL_372_Bhakti Shakti To Hinjawadi Maan Phase 3_Up-1200_0,Bhakti Shakti To Hinjawadi Maan Phase 3,,0,,4906,,,372/13,5,5,372 - Bhakti Shakti To Hinjawadi Maan Phase 3,372-bhakti-shakti-to-hinjawadi-maan-phase-3
317,1,NORMAL_317_Sambhajinagar To Pune Station_Down-0535_0,Sambhajinagar To Pune Station,,0,,4761,,,317/1,1,1,317 - Sambhajinagar To Pune Station,317-sambhajinagar-to-pune-station
317,1,NORMAL_317_Pune Station To Sambhajinagar_Up-0640_0,Pune Station To Sambhajinagar,,0,,4760,,,317/1,2,2,317 - Pune Station To Sambhajinagar,317-pune-station-to-sambhajinagar
118B,1,NORMAL_118B_Swargate To Vadgaon Bk_Up-0555_0,Swargate To Vadgaon Bk,,0,,3793,,,56/1,1,1,118B - Swargate To Vadgaon Bk,118b-swargate-to-vadgaon-bk
56,1,NORMAL_56_Vadgaon Bk To Mandai_Up-0625_0,Vadgaon Bk To Mandai,,0,,4207,,,56/1,2,2,56 - Vadgaon Bk To Mandai,56-vadgaon-bk-to-mandai
56,1,NORMAL_56_Mandai To Vadgaon Bk_Down-0705_0,Mandai To Vadgaon Bk,,0,,4203,,,56/1,3,3,56 - Mandai To Vadgaon Bk,56-mandai-to-vadgaon-bk
118B,1,NORMAL_118B_Vadgaon Bk To Swargate_Down-2210_0,Vadgaon Bk To Swargate,,0,,3791,,,56/1,20,12,118B - Vadgaon Bk To Swargate,118b-vadgaon-bk-to-swargate
103,1,NORMAL_103_Katraj To Hinjawadi - Maan Phase 3_Up-0730_0,Katraj To Hinjawadi - Maan Phase 3,,1,,4700,,,103/17,1,1,103 - Katraj To Hinjawadi - Maan Phase 3,103-katraj-to-hinjawadi-maan-phase-3
103,1,NORMAL_103_Hinjawadi - Maan Phase 3 To Katraj_Down-0925_0,Hinjawadi - Maan Phase 3 To Katraj,,1,,4699,,,103/17,2,2,103 - Hinjawadi - Maan Phase 3 To Katraj,103-hinjawadi-maan-phase-3-to-katraj
303,1,NORMAL_303_Nigdi To Mukai chowk Kiwale_Up-0555_0,Nigdi To Mukai chowk Kiwale,,0,,4015,,,303/5,1,1,303 - Nigdi To Mukai chowk Kiwale,303-nigdi-to-mukai-chowk-kiwale
303,1,NORMAL_303_Mukai chowk Kiwale To Nigdi_Down-0625_0,Mukai chowk Kiwale To Nigdi,,0,,4016,,,303/5,2,2,303 - Mukai chowk Kiwale To Nigdi,303-mukai-chowk-kiwale-to-nigdi
2D,1,NORMAL_2D_Sachchai Mata Mandir To Katraj_Down-1215_0,Sachchai Mata Mandir To Katraj,,0,,3844,,,02-Dec,6,6,2D - Sachchai Mata Mandir To Katraj,2d-sachchai-mata-mandir-to-katraj
2,1,NORMAL_2_Katraj To Swargate_Up-0750_0,Katraj To Swargate,,1,,5226,,,Feb-25,1,1,2 - Katraj To Swargate,2-katraj-to-swargate
2,1,NORMAL_2_Swargate To Katraj_Down-0820_0,Swargate To Katraj,,1,,5227,,,Feb-25,2,2,2 - Swargate To Katraj,2-swargate-to-katraj
66,1,NORMAL_66_Marketyard To Agalambe (Thakarwadi)_Up-0500_0,Marketyard To Agalambe (Thakarwadi),,1,,4868,,,66/1,1,1,66 - Marketyard To Agalambe (Thakarwadi),66-marketyard-to-agalambe-thakarwadi
66,1,NORMAL_66_Agalambe (Thakarwadi) To Marketyard_Down-0630_0,Agalambe (Thakarwadi) To Marketyard,,1,,4869,,,66/1,2,2,66 - Agalambe (Thakarwadi) To Marketyard,66-agalambe-thakarwadi-to-marketyard
70C,1,NORMAL_70C_Kothrud Depot To Sheregaon_Up-0600_0,Kothrud Depot To Sheregaon,,1,,3610,,,70/1,1,1,70C - Kothrud Depot To Sheregaon,70c-kothrud-depot-to-sheregaon
155,1,NORMAL_155_Pune Station To Lohgaon (Via Dhanori)_Up-0550_0,Pune Station To Lohgaon (Via Dhanori),,0,,3880,,,174/11,1,1,155 - Pune Station To Lohgaon (Via Dhanori),155-pune-station-to-lohgaon-via-dhanori
328_29,1,NORMAL_328_Nigdi To Rupeenagar_Up-1430_0,Nigdi To Rupeenagar,,1,,4433,,,328/1,25,3,328_29 - Nigdi To Rupeenagar,328-29-nigdi-to-rupeenagar
601_71,3,NORMAL_601_Khadak Wasla To Renuka Swaroop School_Down-1030_0,Khadak Wasla To Renuka Swaroop School,,1,,4423,,,601/4,1,1,601_71 - Khadak Wasla To Renuka Swaroop School,601-71-khadak-wasla-to-renuka-swaroop-school
601_71,3,NORMAL_601_Renuka Swaroop School To Khadak Wasla_Up-1645_0,Renuka Swaroop School To Khadak Wasla,,1,,4424,,,601/4,2,2,601_71 - Renuka Swaroop School To Khadak Wasla,601-71-renuka-swaroop-school-to-khadak-wasla
283,1,NORMAL_283_Kumbare Park To Pune Station_Up-0600_1,Kumbare Park To Pune Station,,0,,3687,,,283/1,1,1,283 - Kumbare Park To Pune Station,283-kumbare-park-to-pune-station
283,1,NORMAL_283_Pune Station To Kumbare Park_Down-0650_0,Pune Station To Kumbare Park,,0,,3692,,,283/1,2,2,283 - Pune Station To Kumbare Park,283-pune-station-to-kumbare-park
28,1,NORMAL_28_Katraj To Shivajinagar_Up-0550_0,Katraj To Shivajinagar,,0,,2630,,,28-Jan,1,1,28 - Katraj To Shivajinagar,28-katraj-to-shivajinagar
28,1,NORMAL_28_Shivajinagar To Katraj_Down-0645_0,Shivajinagar To Katraj,,0,,2945,,,28-Jan,2,2,28 - Shivajinagar To Katraj,28-shivajinagar-to-katraj
195,1,NORMAL_195_Hadapsar Gadital To Holkarwadi_Up-0600_1,Hadapsar Gadital To Holkarwadi,,0,,3653,,,195/1,1,1,195 - Hadapsar Gadital To Holkarwadi,195-hadapsar-gadital-to-holkarwadi
195,1,NORMAL_195_Holkarwadi To Hadapsar Gadital_Down-0630_0,Holkarwadi To Hadapsar Gadital,,0,,3654,,,195/1,2,2,195 - Holkarwadi To Hadapsar Gadital,195-holkarwadi-to-hadapsar-gadital
200A,1,NORMAL_200A_Hadapsar Gadital To Sadesatranali_Down-0800_0,Hadapsar Gadital To Sadesatranali,,1,,3702,,,200/1,1,1,200A - Hadapsar Gadital To Sadesatranali,200a-hadapsar-gadital-to-sadesatranali
200,1,NORMAL_200_Sadesatranali To Swargate_Up-0810_0,Sadesatranali To Swargate,,0,,3898,,,200/1,2,2,200 - Sadesatranali To Swargate,200-sadesatranali-to-swargate
200,1,NORMAL_200_Swargate To Sadesatranali_Down-0900_0,Swargate To Sadesatranali,,0,,3900,,,200/1,3,3,200 - Swargate To Sadesatranali,200-swargate-to-sadesatranali
20B,1,NORMAL_20B_Swargate To Hadapsar Gadital_Up-1215_0,Swargate To Hadapsar Gadital,,0,,3704,,,200/1,7,7,20B - Swargate To Hadapsar Gadital,20b-swargate-to-hadapsar-gadital
20B,1,NORMAL_20B_Hadapsar Gadital To Swargate_Down-1510_0,Hadapsar Gadital To Swargate,,0,,3705,,,200/1,8,1,20B - Hadapsar Gadital To Swargate,20b-hadapsar-gadital-to-swargate
200A,1,NORMAL_200A_Sadesatranali To Hadapsar Gadital_Up-1945_0,Sadesatranali To Hadapsar Gadital,,1,,3701,,,200/1,14,7,200A - Sadesatranali To Hadapsar Gadital,200a-sadesatranali-to-hadapsar-gadital
322,1,NORMAL_322_Akurdi Railway Station To Ma Na Pa River Side (Ladies SP)_Down-0930_0,Akurdi Railway Station To Ma Na Pa River Side (Ladies SP),,1,,5142,,,322/17,3,3,322 - Akurdi Railway Station To Ma Na Pa River Side (Ladies SP),322-akurdi-railway-station-to-ma-na-pa-river-side-ladies-sp
322,1,NORMAL_322_Ma Na Pa River Side To Akurdi Railway Station (Ladies SP)_Up-1800_0,Ma Na Pa River Side To Akurdi Railway Station (Ladies SP),,1,,5141,,,322/17,8,4,322 - Ma Na Pa River Side To Akurdi Railway Station (Ladies SP),322-ma-na-pa-river-side-to-akurdi-railway-station-ladies-sp
307,1,NORMAL_307_Chinchwadgaon To Walhekarwadi_Up-0550_0,Chinchwadgaon To Walhekarwadi,,0,,4043,,,307/1,2,2,307 - Chinchwadgaon To Walhekarwadi,307-chinchwadgaon-to-walhekarwadi
307,1,NORMAL_307_Walhekarwadi To Chinchwadgaon_Down-0610_0,Walhekarwadi To Chinchwadgaon,,0,,4044,,,307/1,3,3,307 - Walhekarwadi To Chinchwadgaon,307-walhekarwadi-to-chinchwadgaon
328_29,1,NORMAL_328_Rupeenagar To Nigdi_Down-0600_0,Rupeenagar To Nigdi,,1,,4434,,,328/1,2,2,328_29 - Rupeenagar To Nigdi,328-29-rupeenagar-to-nigdi
330_52,1,NORMAL_330_Akurdi Railway Station To Chikhali_Up-0540_0,Akurdi Railway Station To Chikhali,,1,,4878,,,330/1,1,1,330_52 - Akurdi Railway Station To Chikhali,330-52-akurdi-railway-station-to-chikhali
330_52,1,NORMAL_330_Chikhali To Akurdi Railway Station_Down-0615_0,Chikhali To Akurdi Railway Station,,1,,4879,,,330/1,2,2,330_52 - Chikhali To Akurdi Railway Station,330-52-chikhali-to-akurdi-railway-station
334,1,NORMAL_334_Gharkul Vasahat Chikhali To Pimprigaon_Down-0630_0,Gharkul Vasahat Chikhali To Pimprigaon,,0,,3827,,,334/1,2,2,334 - Gharkul Vasahat Chikhali To Pimprigaon,334-gharkul-vasahat-chikhali-to-pimprigaon
334,1,NORMAL_334_Pimprigaon To Gharkul Vasahat Chikhli_Up-0710_0,Pimprigaon To Gharkul Vasahat Chikhli,,0,,3826,,,334/1,3,3,334 - Pimprigaon To Gharkul Vasahat Chikhli,334-pimprigaon-to-gharkul-vasahat-chikhli
322,1,NORMAL_322_Ma Na Pa River Side To Mahadev Mandir Pimple Saudagar_Up-0825_0,Ma Na Pa River Side To Mahadev Mandir Pimple Saudagar,,1,,5129,,,322/19,2,2,322 - Ma Na Pa River Side To Mahadev Mandir Pimple Saudagar,322-ma-na-pa-river-side-to-mahadev-mandir-pimple-saudagar
322,1,NORMAL_322_Mahadev Mandir Pimple Saudagar To Ma Na Pa River side (Ladies SP)_Up-0925_0,Mahadev Mandir Pimple Saudagar To Ma Na Pa River side (Ladies SP),,1,,5143,,,322/19,3,3,322 - Mahadev Mandir Pimple Saudagar To Ma Na Pa River side (Ladies SP),322-mahadev-mandir-pimple-saudagar-to-ma-na-pa-river-side-ladies-sp
64,1,NORMAL_64_Hadapsar Gadital To Warje Malwadi_Up-0715_0,Hadapsar Gadital To Warje Malwadi,,0,,5166,,,64/11,1,1,64 - Hadapsar Gadital To Warje Malwadi,64-hadapsar-gadital-to-warje-malwadi
64,1,NORMAL_64_Warje Malwadi To Hadapsar Gadital (Ladies Sp)_Down-0835_0,Warje Malwadi To Hadapsar Gadital (Ladies Sp),,1,,4495,,,64/11,2,2,64 - Warje Malwadi To Hadapsar Gadital (Ladies Sp),64-warje-malwadi-to-hadapsar-gadital-ladies-sp
64,1,NORMAL_64_Hadapsar Gadital To Warje Malwadi (Ladies Sp)_Up-1015_0,Hadapsar Gadital To Warje Malwadi (Ladies Sp),,1,,4494,,,64/11,3,3,64 - Hadapsar Gadital To Warje Malwadi (Ladies Sp),64-hadapsar-gadital-to-warje-malwadi-ladies-sp
64,1,NORMAL_64_Warje Malwadi To Hadapsar Gadital_Down-1145_0,Warje Malwadi To Hadapsar Gadital,,0,,5167,,,64/11,4,4,64 - Warje Malwadi To Hadapsar Gadital,64-warje-malwadi-to-hadapsar-gadital
59,1,NORMAL_59_Shanipar To Niljyoti_Up-0550_0,Shanipar To Niljyoti,,0,,3583,,,59/1,1,1,59 - Shanipar To Niljyoti,59-shanipar-to-niljyoti
59,1,NORMAL_59_Niljyoti To Shanipar_Down-0620_0,Niljyoti To Shanipar,,0,,3584,,,59/1,2,2,59 - Niljyoti To Shanipar,59-niljyoti-to-shanipar
37,1,NORMAL_37_Na Ta Wadi To Sahkarnagar_Down-0610_0,Na Ta Wadi To Sahkarnagar,,0,,2930,,,37/1,1,1,37 - Na Ta Wadi To Sahkarnagar,37-na-ta-wadi-to-sahkarnagar
37,1,NORMAL_37_Sahkarnagar To Na Ta Wadi_Up-0650_0,Sahkarnagar To Na Ta Wadi,,0,,2353,,,37/1,2,2,37 - Sahkarnagar To Na Ta Wadi,37-sahkarnagar-to-na-ta-wadi
69,1,NORMAL_69_Ghotawadegaon To Marketyard_Down-0630_0,Ghotawadegaon To Marketyard,,0,,2838,,,69/1,1,1,69 - Ghotawadegaon To Marketyard,69-ghotawadegaon-to-marketyard
69,1,NORMAL_69_Marketyard To Mugawade_Up-0805_0,Marketyard To Mugawade,,1,,4870,,,69/1,2,2,69 - Marketyard To Mugawade,69-marketyard-to-mugawade
69,1,NORMAL_69_Mugawade To Marketyard_Down-1010_0,Mugawade To Marketyard,,1,,4871,,,69/1,3,3,69 - Mugawade To Marketyard,69-mugawade-to-marketyard
69,1,NORMAL_69_Marketyard To Ghotawadegaon_Up-1345_0,Marketyard To Ghotawadegaon,,0,,2873,,,69/1,4,1,69 - Marketyard To Ghotawadegaon,69-marketyard-to-ghotawadegaon
120,1,NORMAL_120_Bhosari To Mhalunge MIDC_Up-0555_0,Bhosari To Mhalunge MIDC,,1,,5044,,,120/6,1,1,120 - Bhosari To Mhalunge MIDC,120-bhosari-to-mhalunge-midc
120,1,NORMAL_120_Mhalunge MIDC To Bhosari_Down-0650_0,Mhalunge MIDC To Bhosari,,1,,5045,,,120/6,2,2,120 - Mhalunge MIDC To Bhosari,120-mhalunge-midc-to-bhosari
363A,1,NORMAL_363A_Kiwalegaon To Nigdi_Down-0950_0,Kiwalegaon To Nigdi,,0,,3957,,,363/1,8,8,363A - Kiwalegaon To Nigdi,363a-kiwalegaon-to-nigdi
300_58,6,NORMAL_300_Dhayari To kirkatwadi_Up-0615_0,Dhayari To kirkatwadi,,1,,4400,,,300/1,1,1,300_58 - Dhayari To kirkatwadi,300-58-dhayari-to-kirkatwadi
300_58,6,NORMAL_300_Wadgaon to Daru wala Pul_Down-0745_0,Wadgaon to Daru wala Pul,,1,,4395,,,300/1,2,2,300_58 - Wadgaon to Daru wala Pul,300-58-wadgaon-to-daru-wala-pul
300_58,6,NORMAL_300_Gogate School To Wadgaon_Up-1740_0,Gogate School To Wadgaon,,1,,4386,,,300/1,3,1,300_58 - Gogate School To Wadgaon,300-58-gogate-school-to-wadgaon
300_58,3,NORMAL_300_Wadgoan To Katariya School_Down-0640_0,Wadgoan To Katariya School,,1,,4403,,,300/2,1,1,300_58 - Wadgoan To Katariya School,300-58-wadgoan-to-katariya-school
300_58,3,NORMAL_300_Katariya School To Wadgaon Dhayari_Up-1105_0,Katariya School To Wadgaon Dhayari,,1,,4404,,,300/2,2,1,300_58 - Katariya School To Wadgaon Dhayari,300-58-katariya-school-to-wadgaon-dhayari
300_58,6,NORMAL_300_Swargate To Khanapur_Up-0600_0,Swargate To Khanapur,,1,,4405,,,300/4,1,1,300_58 - Swargate To Khanapur,300-58-swargate-to-khanapur
300_58,6,NORMAL_300_Daru wala Pul To Wadgaon_Up-1530_0,Daru wala Pul To Wadgaon,,1,,4406,,,300/4,3,2,300_58 - Daru wala Pul To Wadgaon,300-58-daru-wala-pul-to-wadgaon
401_30,3,NORMAL_401_Venkateshwara To Swargate_Down-1205_0,Venkateshwara To Swargate,,1,,4507,,,401/1,3,2,401_30 - Venkateshwara To Swargate,401-30-venkateshwara-to-swargate
401_30,3,NORMAL_401_R.D.Kalas To Viddya Niketan School_Down-0645_0,R.D.Kalas To Viddya Niketan School,,1,,4502,,,401/2,1,1,401_30 - R.D.Kalas To Viddya Niketan School,401-30-rdkalas-to-viddya-niketan-school
401_30,3,NORMAL_401_Viddya Niketan School To R.D.Kalas_Up-1130_0,Viddya Niketan School To R.D.Kalas,,1,,4503,,,401/2,2,1,401_30 - Viddya Niketan School To R.D.Kalas,401-30-viddya-niketan-school-to-rdkalas
401_30,3,NORMAL_401_Dadachi Padal To Viddya Niketan School_Down-0650_0,Dadachi Padal To Viddya Niketan School,,1,,4382,,,401/3,1,1,401_30 - Dadachi Padal To Viddya Niketan School,401-30-dadachi-padal-to-viddya-niketan-school
401_30,3,NORMAL_401_Viddya Niketan School To Dadachi Padal_Up-1130_0,Viddya Niketan School To Dadachi Padal,,1,,4381,,,401/3,2,2,401_30 - Viddya Niketan School To Dadachi Padal,401-30-viddya-niketan-school-to-dadachi-padal
401_30,3,NORMAL_401_A R D Coloney To Kendriya Viddyala_Down-0715_0,A R D Coloney To Kendriya Viddyala,,1,,4492,,,401/4,1,1,401_30 - A R D Coloney To Kendriya Viddyala,401-30-a-r-d-coloney-to-kendriya-viddyala
401_30,3,NORMAL_401_Kendriya Viddyala To A R D Coloney_Up-1430_0,Kendriya Viddyala To A R D Coloney,,1,,4493,,,401/4,1,1,401_30 - Kendriya Viddyala To A R D Coloney,401-30-kendriya-viddyala-to-a-r-d-coloney
401_30,6,NORMAL_401_Moze viddyala To Pune Viddyapith_Down-1100_0,Moze viddyala To Pune Viddyapith,,1,,4497,,,401/4,2,2,401_30 - Moze viddyala To Pune Viddyapith,401-30-moze-viddyala-to-pune-viddyapith
401_30,3,NORMAL_401_Loahgaon To Viddyaniketan School_Down-0630_0,Loahgaon To Viddyaniketan School,,1,,4421,,,401/5,1,1,401_30 - Loahgaon To Viddyaniketan School,401-30-loahgaon-to-viddyaniketan-school
401_30,3,NORMAL_401_Viddyaniketan School To Loahgaon_Up-1130_0,Viddyaniketan School To Loahgaon,,1,,4420,,,401/5,2,1,401_30 - Viddyaniketan School To Loahgaon,401-30-viddyaniketan-school-to-loahgaon
401_30,3,NORMAL_401_Kasturba To Viddya Niketan 5 Bopodi_Up-0650_0,Kasturba To Viddya Niketan 5 Bopodi,,1,,4387,,,401/11,1,1,401_30 - Kasturba To Viddya Niketan 5 Bopodi,401-30-kasturba-to-viddya-niketan-5-bopodi
401_30,3,NORMAL_401_Viddya Niketan 5 Bopodi To Kasturba_Down-1130_0,Viddya Niketan 5 Bopodi To Kasturba,,1,,4388,,,401/11,2,2,401_30 - Viddya Niketan 5 Bopodi To Kasturba,401-30-viddya-niketan-5-bopodi-to-kasturba
501_01,3,NORMAL_501_Kothrud Depo To Kanned School (Manglwar peth)_Up-0630_0,Kothrud Depo To Kanned School (Manglwar peth),,1,,4469,,,501/2,1,1,501_01 - Kothrud Depo To Kanned School (Manglwar peth),501-01-kothrud-depo-to-kanned-school-manglwar-peth
501_01,3,NORMAL_501_Kanned School (Manglwar peth) To Kothrud Depo_Down-1130_0,Kanned School (Manglwar peth) To Kothrud Depo,,1,,4470,,,501/2,2,2,501_01 - Kanned School (Manglwar peth) To Kothrud Depo,501-01-kanned-school-manglwar-peth-to-kothrud-depo
501_01,3,NORMAL_501_Dhayari To Renuka Swaroop School_Down-0630_0,Dhayari To Renuka Swaroop School,,1,,4465,,,501/5,1,1,501_01 - Dhayari To Renuka Swaroop School,501-01-dhayari-to-renuka-swaroop-school
501_01,3,NORMAL_501_Renuka Swaroop School To Dhayari_Up-1205_0,Renuka Swaroop School To Dhayari,,1,,4466,,,501/5,2,2,501_01 - Renuka Swaroop School To Dhayari,501-01-renuka-swaroop-school-to-dhayari
501_01,3,NORMAL_501_St.Tukaram School To Kothrud Depo_Down-1130_0,St.Tukaram School To Kothrud Depo,,1,,4524,,,501/6,3,3,501_01 - St.Tukaram School To Kothrud Depo,501-01-sttukaram-school-to-kothrud-depo
501_01,6,NORMAL_501_Kothrud Depo To St.Tukaram School_Up-1125_0,Kothrud Depo To St.Tukaram School,,1,,4477,,,501/6,1,1,501_01 - Kothrud Depo To St.Tukaram School,501-01-kothrud-depo-to-sttukaram-school
601_71,3,NORMAL_601_Tukai Nagar To Viddya Niketan (Dhayari)_Up-0630_0,Tukai Nagar To Viddya Niketan (Dhayari),,1,,4487,,,601/1,1,1,601_71 - Tukai Nagar To Viddya Niketan (Dhayari),601-71-tukai-nagar-to-viddya-niketan-dhayari
601_71,6,NORMAL_601_Viddya Niketan (Dhayari) To Nanded Phata_Up-1740_0,Viddya Niketan (Dhayari) To Nanded Phata,,1,,4488,,,601/1,3,1,601_71 - Viddya Niketan (Dhayari) To Nanded Phata,601-71-viddya-niketan-dhayari-to-nanded-phata
601_71,3,NORMAL_601_Shani Nagar To Viddya Niketan Shivaji Maratha_Up-0635_0,Shani Nagar To Viddya Niketan Shivaji Maratha,,1,,4391,,,601/2,1,1,601_71 - Shani Nagar To Viddya Niketan Shivaji Maratha,601-71-shani-nagar-to-viddya-niketan-shivaji-maratha
601_71,3,NORMAL_601_Shivaji Maratha To Shani Nagar (Dattnagar)_Down-1140_0,Shivaji Maratha To Shani Nagar (Dattnagar),,1,,4392,,,601/2,2,2,601_71 - Shivaji Maratha To Shani Nagar (Dattnagar),601-71-shivaji-maratha-to-shani-nagar-dattnagar
601_71,3,NORMAL_601_Nanded Phata To Gogte School_Down-0630_0,Nanded Phata To Gogte School,,1,,4458,,,601/5,1,1,601_71 - Nanded Phata To Gogte School,601-71-nanded-phata-to-gogte-school
601_71,3,NORMAL_601_Gogte School To Suncity_Up-1130_0,Gogte School To Suncity,,1,,4457,,,601/5,2,1,601_71 - Gogte School To Suncity,601-71-gogte-school-to-suncity
601_71,6,NORMAL_601_Wadgoan To Gogte School_Down-1130_0,Wadgoan To Gogte School,,1,,4456,,,601/5,2,2,601_71 - Wadgoan To Gogte School,601-71-wadgoan-to-gogte-school
601_71,3,NORMAL_601_Sukhsagar Nagar To Kannad School(Mangalwar Peth)_Up-0600_0,Sukhsagar Nagar To Kannad School(Mangalwar Peth),,1,,4401,,,601/7,1,1,601_71 - Sukhsagar Nagar To Kannad School(Mangalwar Peth),601-71-sukhsagar-nagar-to-kannad-schoolmangalwar-peth
601_71,3,NORMAL_601_Kannad School(Mangalwar Peth) To Sukhsagar Nagar_Down-1130_0,Kannad School(Mangalwar Peth) To Sukhsagar Nagar,,1,,4402,,,601/7,2,1,601_71 - Kannad School(Mangalwar Peth) To Sukhsagar Nagar,601-71-kannad-schoolmangalwar-peth-to-sukhsagar-nagar
801_13,3,NORMAL_801_GhokulNagar To Viddya Niketan (ChandraBhaga Nagar)_Up-0640_0,GhokulNagar To Viddya Niketan (ChandraBhaga Nagar),,1,,4407,,,801/1,1,1,801_13 - GhokulNagar To Viddya Niketan (ChandraBhaga Nagar),801-13-ghokulnagar-to-viddya-niketan-chandrabhaga-nagar
801_13,3,NORMAL_801_Viddya Niketan (ChandraBhaga Nagar) To GhokulNagar_Up-1330_0,Viddya Niketan (ChandraBhaga Nagar) To GhokulNagar,,1,,4408,,,801/1,2,1,801_13 - Viddya Niketan (ChandraBhaga Nagar) To GhokulNagar,801-13-viddya-niketan-chandrabhaga-nagar-to-ghokulnagar
901_83,3,NORMAL_901_Kondhwa (Sheetal Petrol Pump) To Pune Station Urdu Vidyaniketan shala 12_Up-0630_0,Kondhwa (Sheetal Petrol Pump) To Pune Station Urdu Vidyaniketan shala 12,,1,,4687,,,901/1,1,1,901_83 - Kondhwa (Sheetal Petrol Pump) To Pune Station Urdu Vidyaniketan shala 12,901-83-kondhwa-sheetal-petrol-pump-to-pune-station-urdu-vidyaniketan-shala-12
901_83,3,NORMAL_901_Pune Station Urdu Vidyaniketan Shala 12 To Kondhwa_Down-1140_0,Pune Station Urdu Vidyaniketan Shala 12 To Kondhwa,,1,,4688,,,901/1,2,1,901_83 - Pune Station Urdu Vidyaniketan Shala 12 To Kondhwa,901-83-pune-station-urdu-vidyaniketan-shala-12-to-kondhwa
901_83,3,NORMAL_901_Ramwadi To KhuleWadi Viddya Niketan School_Up-0620_0,Ramwadi To KhuleWadi Viddya Niketan School,,1,,4521,,,901/2,1,1,901_83 - Ramwadi To KhuleWadi Viddya Niketan School,901-83-ramwadi-to-khulewadi-viddya-niketan-school
901_83,3,NORMAL_901_KhuleWadi Viddya Niketan School To Ramwadi_Down-1120_0,KhuleWadi Viddya Niketan School To Ramwadi,,1,,4522,,,901/2,2,1,901_83 - KhuleWadi Viddya Niketan School To Ramwadi,901-83-khulewadi-viddya-niketan-school-to-ramwadi
125,1,NORMAL_125_Vasantdada Putala Sangvi To Bopkhel_Down-0650_0,Vasantdada Putala Sangvi To Bopkhel,,1,,5108,,,125/1,3,3,125 - Vasantdada Putala Sangvi To Bopkhel,125-vasantdada-putala-sangvi-to-bopkhel
